"","x"
"650","/2020/8/18/headlines/austin_city_council_redirects_police_funds_to_abortion_access_services"
"651","/2020/8/12/joe_biden_kamala_harris_vp_pick"
"652","/2020/8/12/headlines/qanon_conspiracy_theorist_wins_georgia_14th_congressional_district_gop_primary"
"653","/2020/7/14/headlines/judges_block_restrictive_abortion_laws_in_tennessee_and_georgia"
"654","/2020/6/30/louisiana_abortion_scotus"
"655","/2020/6/30/headlines/scotus_strikes_down_draconian_louisiana_abortion_law"
"656","/2020/6/30/headlines/ap_report_says_china_engaging_in_demographic_genocide_of_uyghurs"
"657","/2020/6/22/headlines/tennessee_lawmakers_approve_near_total_ban_on_abortions"
"658","/2020/6/16/scotus_lgbtq_workplace_discrimination"
"659","/2020/6/11/robin_dg_kelley_social_movements"
"660","/2020/5/28/headlines/us_coronavirus_death_toll_tops_100_000"
"661","/2020/5/20/headlines/in_deathbed_confession_plaintiff_in_roe_v_wade_admitted_she_was_paid_by_abortion_foes"
"662","/2020/4/27/coronavirus_us_abortion_access_texas_alabama"
"663","/2020/4/27/eliza_hittman_never_rarely_sometimes_always"
"664","/2020/4/23/headlines/federal_court_allows_arkansas_to_enforce_abortion_ban_during_pandemic"
"665","/2020/4/17/headlines/alaska_says_surgical_abortions_could_be_banned_during_coronavirus_pandemic"
"666","/2020/4/13/headlines/judge_blocks_alabama_coronavirus_abortion_ban_texas_providers_ask_scotus_to_allow_medical_abortions"
"667","/2020/4/8/headlines/federal_court_allows_texas_abortion_ban_to_remain_in_effect_during_pandemic"
"668","/2020/4/1/april_1_coronavirus_global_news_roundup"
"669","/2020/4/1/headlines/federal_appeals_court_will_allow_texas_abortion_ban_to_remain_in_effect_for_now"
"670","/2020/3/31/march_31_global_coronavirus_news_roundup"
"671","/2020/3/31/headlines/judges_strike_down_abortion_bans_in_texas_and_ohio"
"672","/2020/3/24/headlines/texas_orders_abortion_providers_to_stop_performing_procedures"
"673","/2020/3/23/im_9_months_pregnant_what_kind"
"674","/2020/3/23/headlines/coronavirus_cases_grow_across_us"
"675","/2020/3/20/coronavirus_community_response_mutual_aid"
"676","/2020/3/18/headlines/illinois_progressive_marie_newman_defeats_anti_abortion_incumbent_dan_lipinski"
"677","/2020/3/10/headlines/women_strike_in_mexico_take_to_streets_in_chile_and_argentina_to_demand_equality_and_an_end_to_violence"
"678","/2020/3/9/headlines/millions_take_to_streets_around_the_world_for_international_womens_day"
"679","/2020/3/6/adam_cohen_supreme_inequality_supreme_court"
"680","/2020/3/5/headlines/scotus_hears_oral_arguments_in_challenge_to_louisiana_anti_choice_law"
"681","/2020/3/5/headlines/scotus_hears_oral_arguments_in_challenge_to_louisiana_anti_choice_law"
"682","/2020/3/3/headlines/scotus_to_decide_first_major_abortion_case_since_trumps_conservative_justices_joined_bench"
"683","/2020/3/3/headlines/argentina_set_to_become_largest_latin_american_country_to_legalize_abortion"
"684","/2020/3/2/jessica_cisneros_vs_henry_cuellar_texas"
"685","/2020/2/25/headlines/appeals_court_upholds_trump_gag_rule_on_abortion_referrals"
"686","/2020/2/20/headlines/thousands_rally_across_argentina_demanding_legalized_abortion"
"687","/2020/2/10/democracy_now_the_squad_sotu"
"688","/2020/2/5/trump_sotu_2020"
"689","/2020/1/29/south_dakota_anti_trans_bill_1057"
"690","/2020/1/27/trump_march_for_life_reproductive_rights"
"691","/2020/1/27/ours_to_tell_film_abortion_stories"
"692","/2020/1/27/headlines/trump_attends_anti_abortion_march_for_life_as_admin_continues_assault_on_reproductive_rights"
"693","/2020/1/23/headlines/trump_plans_to_speak_at_anti_choice_march_for_life_friday"
"694","/2020/1/9/headlines/ruth_bader_ginsburg_says_she_s_cancer_free"
"695","/2019/12/18/impeachment_day_house_votes_on_charging"
"696","/2019/12/10/headlines/supreme_court_lets_stand_anti_abortion_kentucky_law"
"697","/2019/11/8/headlines/a_warning_anonymous_senior_official_slams_trump_in_new_book"
"698","/2019/11/7/headlines/judge_voids_trump_rule_allowing_medical_workers_to_deny_care_on_religious_grounds"
"699","/2019/11/6/nov_2019_elections_virginia_kentucky"
"700","/2019/11/4/headlines/us_gag_rule_on_abortion_silences_popular_radio_host_in_nepal"
"701","/2019/10/31/headlines/not_qualified_rating_from_bar_association_draws_tears_from_judicial_nominee"
"702","/2019/10/28/a_fight_against_neoliberalism_over_a"
"703","/2019/10/22/headlines/northern_ireland_decriminalizes_abortion_legalizes_marriage_equality"
"704","/2019/10/7/headlines/supreme_court_to_decide_fate_of_louisiana_anti_choice_law"
"705","/2019/10/2/headlines/federal_judge_temporarily_blocks_georgia_abortion_law"
"706","/2019/9/26/headlines/mexican_state_of_oaxaca_decriminalizes_abortion"
"707","/2019/9/26/headlines/australias_new_south_wales_ends_century_old_abortion_ban"
"708","/2019/9/24/headlines/trump_admin_tells_un_to_drop_term_reproductive_health_and_rights"
"709","/2019/9/17/headlines/study_1_of_every_16_women_and_girls_first_sexual_experience_was_rape"
"710","/2019/9/9/headlines/salvadoran_rape_survivor_faces_new_trial_for_having_stillborn_after_recent_acquittal"
"711","/2019/8/28/headlines/judge_blocks_missouri_8_week_abortion_plan"
"712","/2019/8/20/headlines/planned_parenthood_rejects_federal_funds_over_trump_gag_rule_on_abortion_referrals"
"713","/2019/8/20/headlines/salvadoran_rape_survivor_cleared_after_prior_conviction_for_killing_stillborn"
"714","/2019/8/15/headlines/iowa_rep_steve_king_says_rape_and_incest_helped_populate_the_world"
"715","/2019/8/15/headlines/planned_parenthood_says_its_being_forced_to_end_title_x_family_planning_program"
"716","/2019/8/7/headlines/judge_halts_arkansas_18_week_abortion_ban"
"717","/2019/7/26/life_and_legacy_john_paul_stevens"
"718","/2019/7/24/young_lords_legacy"
"719","/2019/7/23/headlines/paul_krassner_writer_activist_counterculture_leader_dies_at_87"
"720","/2019/7/17/headlines/planned_parenthood_removes_president_dr_leana_wen_over_disagreements_on_direction_of_org"
"721","/2019/7/17/headlines/organizations_say_they_will_not_comply_with_trump_ban_on_abortion_referrals"
"722","/2019/7/16/ani_difranco_on_trump_her_new"
"723","/2019/7/16/headlines/el_salvador_rape_survivor_being_retried_for_homicide_for_having_stillbirth"
"724","/2019/7/8/seg_3"
"725","/2019/7/8/lynn_paltrow_on_fetal_personhood_laws"
"726","/2019/7/5/an_hour_with_noam_chomsky_on"
"727","/2019/7/4/trump_is_forcing_iran_to_follow"
"728","/2019/7/1/headlines/scotus_rejects_alabama_ban_on_most_common_2nd_trimester_abortion_procedure"
"729","/2019/6/28/headlines/alabama_woman_was_shot_while_pregnant_then_charged_with_manslaughter_after_pregnancy_ended"
"730","/2019/6/25/headlines/iran_says_new_us_sanctions_shut_down_diplomatic_option"
"731","/2019/6/25/headlines/iran_says_new_us_sanctions_shut_down_diplomatic_option"
"732","/2019/6/25/headlines/missouris_only_abortion_clinic_has_until_friday_to_resolve_licence_dispute"
"733","/2019/6/24/headlines/us_announces_new_iran_sanctions_days_after_aborted_military_strike"
"734","/2019/6/21/headlines/federal_court_rules_in_favor_of_trump_administration_title_x_abortion_gag_rule"
"735","/2019/6/12/headlines/vermont_and_maine_expand_abortion_rights"
"736","/2019/6/11/headlines/judge_offers_temporary_relief_to_missouris_last_abortion_clinic"
"737","/2019/6/11/headlines/model_karlie_kloss_asks_fans_to_support_planned_parenthood_in_abortion_ban_fight"
"738","/2019/6/10/rev_william_barber_racist_gerrymandering_created"
"739","/2019/6/7/headlines/biden_retracts_long_standing_support_of_federal_funding_ban_on_abortions"
"740","/2019/6/6/headlines/trump_cancels_funding_for_fetal_tissue_research_that_could_lead_to_life_saving_cures"
"741","/2019/6/4/headlines/nevada_illinois_pass_bills_protecting_reproductive_rights"
"742","/2019/6/3/how_voter_suppression_gerrymandering_cleared_the"
"743","/2019/6/3/clarence_thomas_cited_this_authors_book"
"744","/2019/6/3/headlines/judge_temporarily_keeps_missouris_sole_abortion_clinic_open"
"745","/2019/5/31/seg_1_julian_assange_please_update"
"746","/2019/5/31/seg_2_jane_collective_update_with"
"747","/2019/5/31/seg_3_storycorps_please_update_with"
"748","/2019/5/31/these_women_provided_illegal_abortions_before"
"749","/2019/5/31/headlines/louisiana_governor_signs_anti_choice_bill_as_missouris_last_abortion_clinic_is_set_to_close"
"750","/2019/5/30/headlines/louisiana_lawmakers_approve_ban_on_most_abortions"
"751","/2019/5/30/headlines/disney_may_halt_filming_in_georgia_if_state_abortion_ban_takes_effect"
"752","/2019/5/30/headlines/latin_american_rape_survivors_who_were_denied_abortions_appeal_to_un"
"753","/2019/5/30/headlines/argentine_lawmakers_consider_bill_to_decriminalize_abortion"
"754","/2019/5/29/missouris_last_abortion_clinic_faces_imminent"
"755","/2019/5/29/aclu_lawyer_abortion_today_is_still"
"756","/2019/5/29/headlines/scotus_makes_2_key_decisions_on_indiana_abortion_laws"
"757","/2019/5/29/headlines/missouris_last_abortion_clinic_may_shut_down_this_week"
"758","/2019/5/29/headlines/netflix_considers_georgia_production_boycott_after_abortion_ban"
"759","/2019/5/29/headlines/sen_kamala_harris_announces_plan_for_govt_oversight_of_new_state_abortion_laws"
"760","/2019/5/29/headlines/rights_groups_challenge_rule_allowing_providers_to_refuse_healthcare_based_on_religious_belief"
"761","/2019/5/29/headlines/rights_groups_challenge_rule_allowing_providers_to_refuse_healthcare_based_on_religious_belief"
"762","/2019/5/28/paul_mason_brexit_partys_success_in"
"763","/2019/5/28/headlines/missouri_gov_signs_8_week_abortion_ban_as_federal_judge_blocks_mississippi_abortion_ban"
"764","/2019/5/27/chomsky_by_focusing_on_russia_democrats"
"765","/2019/5/24/headlines/trump_calls_nancy_pelosi_crazy_after_she_calls_out_trumps_temper_tantrum"
"766","/2019/5/23/abortion_bans_are_backfiring_spectacularly_across"
"767","/2019/5/23/headlines/president_trump_storms_out_of_meeting_with_top_democrats_over_phony_inquiries"
"768","/2019/5/22/headlines/protesters_take_to_the_streets_nationwide_to_condemn_abortion_bans"
"769","/2019/5/22/headlines/states_sue_to_stop_rule_allowing_medical_providers_to_refuse_care_based_on_religious_belief"
"770","/2019/5/22/headlines/vermont_dems_approve_bill_prohibiting_govt_from_interfering_with_abortion_access"
"771","/2019/5/20/headlines/protesters_in_alabama_missouri_defend_reproductive_rights_from_recent_abortion_bans"
"772","/2019/5/17/meet_the_alabama_doctor_who_could"
"773","/2019/5/17/what_does_a_post_roe_america"
"774","/2019/5/17/headlines/alabama_prisoner_put_to_death_after_pro_life_governor_denies_reprieve"
"775","/2019/5/17/headlines/senate_confirms_anti_choice_activist_wendy_vitter_as_a_federal_judge"
"776","/2019/5/16/headlines/alabama_governor_signs_nations_most_restrictive_anti_choice_law"
"777","/2019/5/16/headlines/missouri_senate_votes_to_ban_most_abortions_after_8_weeks"
"778","/2019/5/15/alabama_passes_near_total_ban_on"
"779","/2019/5/15/headlines/alabama_legislature_passes_near_complete_abortion_ban"
"780","/2019/5/14/eve_ensler_reads_from_her_new"
"781","/2019/5/10/headlines/alabama_senate_delays_vote_on_abortion_ban_after_rancorous_debate"
"782","/2019/5/8/cecile_richards_georgia_s_new_fetal"
"783","/2019/5/8/headlines/georgia_enacts_one_of_nations_most_restrictive_abortion_bans"
"784","/2019/5/2/headlines/alabama_house_advances_nations_most_restrictive_abortion_ban"
"785","/2019/4/29/headlines/kansas_supreme_court_rules_that_abortion_is_protected_by_state_constitution"
"786","/2019/4/26/a_shameful_week_for_the_us"
"787","/2019/4/26/planned_parenthood_president_trumps_pro_life"
"788","/2019/4/26/roe_v_wade_under_threat_planned"
"789","/2019/4/26/headlines/second_judge_blocks_trumps_title_x_gag_rule_on_abortion"
"790","/2019/4/25/trumps_crusade_against_women_goes_global"
"791","/2019/4/24/headlines/un_waters_down_sexual_violence_resolution_over_us_abortion_stance"
"792","/2019/4/18/chomsky_by_focusing_on_russia_democrats"
"793","/2019/4/15/headlines/south_korea_lifts_66_year_old_abortion_ban"
"794","/2019/4/15/headlines/ohio_governor_signs_fetal_heartbeat_bill_into_law"
"795","/2019/4/9/headlines/democratic_reps_eric_swalwell_and_tim_ryan_join_2020_race"
"796","/2019/4/1/headlines/georgia_house_passes_fetal_heartbeat_law_sends_bill_to_gov_kemp"
"797","/2019/3/27/headlines/trump_administration_to_expand_global_gag_rule_on_abortions"
"798","/2019/3/27/headlines/federal_judge_strikes_down_nc_law_banning_abortions_at_20_weeks"
"799","/2019/3/20/headlines/mississippi_senators_pass_fetal_heartbeat_law"
"800","/2019/3/18/headlines/kentucky_judge_temporarily_blocks_draconian_fetal_heartbeat_law"
"801","/2019/3/8/headlines/el_salvador_court_frees_3_women_convicted_of_having_abortions"
"802","/2019/3/5/headlines/21_states_sue_trump_admin_over_abortion_gag_order"
"803","/2019/2/25/headlines/trump_moves_to_withdraw_funds_impose_gag_order_on_abortion_providers"
"804","/2019/2/20/headlines/arkansas_signs_trigger_abortion_ban_into_law"
"805","/2019/2/19/headlines/iowa_will_not_appeal_ruling_on_fetal_heartbeat_law"
"806","/2019/2/13/headlines/report_uncovers_20_years_of_sexual_abuse_in_southern_baptist_church"
"807","/2019/2/8/planned_parenthood_scotus_halts_louisiana_abortion"
"808","/2019/2/8/headlines/supreme_court_temporarily_blocks_louisiana_abortion_law"
"809","/2019/2/7/headlines/supreme_court_to_rule_on_restrictive_louisiana_anti_choice_law"
"810","/2019/2/6/liar_in_chief_rep_ilhan_omar"
"811","/2019/2/6/headlines/trump_attacks_immigrants_abortion_rights_democratic_investigations_in_sotu"
"812","/2019/2/1/headlines/jezebel_fbi_warned_law_enforcement_of_pro_abortion_extremists"
"813","/2019/1/31/tessa_thompson_times_up_call_on"
"814","/2019/1/25/headlines/minnesota_two_men_plead_guilty_to_bombing_bloomington_mosque"
"815","/2019/1/24/headlines/iowa_anti_abortion_law_struck_down_as_new_york_pro_choice_bill_passes"
"816","/2019/1/22/headlines/indigenous_elder_and_maga_hat_wearing_student_face_off_in_viral_video"
"817","/2019/1/18/headlines/as_shutdown_grinds_on_senate_debates_anti_abortion_bill"
"818","/2019/1/10/headlines/kentucky_lawmakers_prepare_bill_to_outlaw_abortions"
"819","/2018/12/28/headlines/ohio_gop_fails_to_pass_heartbeat_bill_but_kasich_signs_bill_banning_d_e_abortions"
"820","/2018/12/27/rbg_as_justice_ruth_bader_ginsburg"
"821","/2018/12/27/rbg_as_justice_ruth_bader_ginsburg"
"822","/2018/12/7/progressive_international_yanis_varoufakis_bernie_sanders"
"823","/2018/12/6/the_silence_of_others_new_film"
"824","/2018/12/4/headlines/spain_far_right_vox_party_makes_gains_in_regional_elections"
"825","/2018/11/21/headlines/federal_judge_strikes_down_mississippi_anti_abortion_law"
"826","/2018/11/8/headlines/voters_weighed_in_on_abortion_rights_measures_in_wv_al_or"
"827","/live/watch_election_night_2018_coverage_with"
"828","/2018/10/30/headlines/ntozake_shange_pioneering_black_feminist_and_author_dies_at_70"
"829","/2018/10/29/glenn_greenwald_on_bolsonaro_brazil_has"
"830","/2018/10/12/prof_jason_stanley_in_wake_of"
"831","/2018/9/27/bill_cosby_survivor_lili_bernard_women"
"832","/2018/9/27/womens_bodies_should_not_be_a"
"833","/2018/9/25/metoo_founder_tarana_burke_on_sexual"
"834","/2018/9/24/survivors_must_be_heard_1_100"
"835","/2018/9/21/headlines/ireland_moves_to_legalize_abortion_and_make_abortions_free"
"836","/2018/9/20/right_wing_network_spent_millions_to"
"837","/2018/9/17/will_kavanaugh_overturn_roe_v_wade"
"838","/2018/9/13/nc_lagoons_hold_billions_of_gallons"
"839","/2018/9/7/roe_v_wade_in_danger_released"
"840","/2018/9/7/headlines/new_documents_contradict_kavanaughs_sworn_testimony"
"841","/2018/9/7/headlines/new_documents_contradict_kavanaughs_sworn_testimony"
"842","/2018/9/7/headlines/kavanaugh_conflates_birth_control_with_abortion"
"843","/2018/9/6/headlines/kavanaugh_wont_rule_out_presidential_self_pardon_roe_v_wade_reversal"
"844","/2018/9/5/unapologetic_charlene_carruthers_on_her_black_queer"
"845","/2018/9/4/what_are_they_hiding_kavanaugh_confirmation"
"846","/2018/8/21/sister_simone_campbell_catholic_sex_abuse"
"847","/2018/8/17/headlines/argentina_after_senate_rejects_pro_choice_law_woman_dies_from_banned_abortion"
"848","/2018/8/16/shocking_investigation_reveals_pennsylvania_priests_abused"
"849","/2018/8/16/this_church_is_a_criminal_enterprise"
"850","/2018/8/15/headlines/pennsylvania_priests_abused_1_000_children_and_covered_up_the_abuse"
"851","/2018/8/1/a_threat_to_global_democracy_how"
"852","/2018/7/10/who_is_brett_kavanaugh_inside_the"
"853","/2018/7/10/its_a_very_scary_time_for"
"854","/2018/7/10/aclus_david_cole_on_the_critical"
"855","/2018/7/10/lgbt_healthcare_advocates_warn_kavanaugh_confirmation"
"856","/2018/7/10/lives_are_at_stake_the_struggle"
"857","/2018/7/9/headlines/trump_to_announce_his_supreme_court_nominee_tonight"
"858","/2018/6/29/susan_sarandon_linda_sarsour_speak_out"
"859","/2018/6/29/headlines/nearly_600_women_arrested_at_dc_protest_against_family_separations"
"860","/2018/6/28/justice_kennedys_resignation_opens_door_for"
"861","/2018/6/28/in_janus_case_court_issues_major"
"862","/2018/6/28/meet_an_immigration_lawyer_trying_to"
"863","/2018/6/27/headlines/scotus_rules_to_protect_deceptive_anti_choice_pregnancy_centers"
"864","/2018/6/22/immigrant_parents_search_for_children_snatched"
"865","/2018/6/15/headlines/argentine_lawmakers_advance_bill_to_decriminalize_abortions"
"866","/2018/6/14/headlines/argentina_lawmakers_debate_bill_to_decriminalize_some_abortions"
"867","/2018/6/8/headlines/british_high_court_says_n_ireland_abortion_ban_violates_human_rights"
"868","/2018/6/1/headlines/northern_ireland_pro_choice_activists_distribute_abortion_pills"
"869","/2018/6/1/headlines/argentina_lawmakers_consider_repeal_of_laws_banning_most_abortions"
"870","/2018/5/30/headlines/arkansas_left_with_one_clinic_for_medication_abortions_as_supreme_court_oks_anti_choice_law"
"871","/2018/5/29/meet_two_of_the_activists_behind"
"872","/2018/5/29/after_irelands_historic_abortion_vote_calls"
"873","/2018/5/29/headlines/in_historic_referendum_ireland_votes_to_repeal_abortion_ban"
"874","/2018/5/24/headlines/ireland_voter_referendum_could_repeal_anti_choice_amendment"
"875","/2018/5/21/after_santa_fe_hs_shooting_texas"
"876","/2018/5/18/headlines/trump_to_cut_funds_to_womens_clinics_reinstitute_abortion_gag_rule"
"877","/2018/5/16/headlines/planned_parenthood_and_aclu_sue_to_block_iowas_harsh_anti_abortion_bill"
"878","/2018/5/9/headlines/nyt_russian_billionaire_funded_cohen_shell_company_used_to_pay_stormy_daniels"
"879","/2018/5/8/cecile_richards_on_attacks_on_womens"
"880","/2018/5/8/make_trouble_cecile_richards_on_her"
"881","/2018/5/3/headlines/iowa_lawmakers_approve_ban_on_most_abortions"
"882","/2018/4/27/web_bonus_alejandra_pablos_on_being"
"883","/2018/4/25/texas_mother_recalls_being_forced_to"
"884","/2018/4/25/how_vp_mike_pence_enshrined_life"
"885","/2018/4/17/trumps_legal_worries_grow_as_judge"
"886","/2018/4/17/headlines/judge_rejects_trumps_efforts_to_have_first_access_to_cohen_docs_seized_by_fbi"
"887","/2018/4/16/headlines/michael_cohen_faces_new_scrutiny_about_trip_to_prague_broidys_affair_payoff"
"888","/2018/4/12/headlines/trump_judicial_nominee_wont_state_position_on_school_desegregation"
"889","/2018/4/2/headlines/costa_rica_carlos_alvarado_quesada_wins_presidency_promising_marriage_equality"
"890","/2018/3/26/headlines/ohio_republican_lawmakers_propose_bill_to_ban_all_abortions"
"891","/2018/3/22/headlines/austin_police_name_serial_bombing_suspect_cite_video_confession"
"892","/2018/3/21/headlines/illinois_fmr_nazi_party_member_wins_republican_primary_for_congressional_race"
"893","/2018/3/21/headlines/federal_judge_blocks_mississippis_anti_abortion_law_for_10_days"
"894","/2018/3/20/headlines/mississippi_gov_signs_into_law_abortion_after_15_weeks_sparking_lawsuit"
"895","/2018/3/14/headlines/democrat_holds_razon_thin_lead_in_pa_special_congressional_election"
"896","/2018/3/9/headlines/trump_signs_steel_aluminum_tariff_orders_ahead_of_rally_in_pa_for_rick_saccone"
"897","/2018/3/9/headlines/mississippi_passes_anti_abortion_law_banning_abortions_after_15_weeks"
"898","/2018/3/9/headlines/women_across_the_world_take_to_streets_to_mark_international_womens_day"
"899","/2018/3/8/on_international_womens_day_women_declare"
"900","/2018/2/14/v_day_special_global_activists_on"
"901","/2018/2/13/headlines/health_and_human_services_dept_coordinated_with_anti_abortion_group"
"902","/2018/1/22/the_year_of_our_awakening_global"
"903","/2018/1/22/rbg_new_documentary_celebrates_life_of"
"904","/2018/1/19/keeanga_yamahtta_taylor_on_how_we"
"905","/2018/1/19/headlines/new_trump_admin_office_will_shield_healthcare_workers_who_deny_services"
"906","/2018/1/12/headlines/us_ambassador_to_the_netherlands_grilled_over_false_islamophobic_remarks"
"907","/2018/1/11/headlines/poland_lawmakers_reject_abortion_access_bill_plan_new_restrictions"
"908","/2017/12/27/former_federal_judge_trump_is_packing"
"909","/2017/12/27/meet_the_federal_judge_trump_attacked"
"910","/2017/12/19/cdc_bars_words_like_transgender_science"
"911","/2017/12/19/cdc_bars_words_like_transgender_science"
"912","/2017/12/18/headlines/fetus_transgender_among_words_banned_in_cdc_documents"
"913","/2017/12/15/headlines/ohio_senate_passes_bill_to_make_abortion_illegal_in_cases_of_down_syndrome"
"914","/2017/12/14/headlines/roy_moore_refuses_to_concede_in_alabama_senate_race"
"915","/2017/12/12/trump_backs_roy_moore_as_opponent"
"916","/2017/12/12/cecile_richards_mike_pence_is_orchestra"
"917","/2017/12/11/headlines/el_salvador_judges_refuse_to_free_woman_imprisoned_after_giving_birth_to_stillborn_baby"
"918","/2017/11/7/how_domestic_violence_and_militarism_open"
"919","/2017/11/1/shocking_new_investigation_links_berta_caceress"
"920","/2017/10/27/headlines/lawmakers_grill_refugee_resettlement_office_head_for_trying_to_block_undocumented_teens_abortion"
"921","/2017/10/26/fcc_eliminates_rules_preventing_media_consolidation"
"922","/2017/10/26/undocumented_teen_wins_fight_to_get"
"923","/2017/10/26/headlines/undocumented_teenager_obtains_abortion_after_battle_with_trump_administration"
"924","/2017/10/25/headlines/federal_appeals_court_rules_detained_undocumented_teenager_can_get_an_abortion"
"925","/2017/10/19/trumps_travel_ban_suffers_another_defeat"
"926","/2017/10/18/headlines/texas_trump_administration_blocks_undocumented_teen_from_getting_abortion"
"927","/2017/10/18/headlines/the_new_yorker_trump_joked_vp_pence_wants_to_hang_all_gays"
"928","/2017/10/6/headlines/anti_abortion_rep_tim_murphy_resigns_after_lover_reveals_he_pressured_her_to_have_abortion"
"929","/2017/10/5/headlines/house_passes_bill_to_criminalize_abortion_after_20_weeks"
"930","/2017/9/29/ireland"
"931","/2017/9/29/headlines/abortion_rights_activists_march_for_safe_and_legal_abortions_across_europe"
"932","/2017/9/7/headlines/lawsuit_challenges_law_that_could_close_kentuckys_only_abortion_clinic"
"933","/2017/9/5/rebel_activist_feminist_mother_farmworker_organizer"
"934","/2017/9/1/headlines/federal_judge_halts_texas_anti_abortion_law"
"935","/2017/8/24/puerto_rico_resistance_to_coal_fired"
"936","/2017/8/22/headlines/chile_rolls_back_strict_anti_abortion_laws_imposed_under_military_dictatorship"
"937","/2017/8/16/part_2_antifa_a_look_at"
"938","/2017/7/27/headlines/ex_tea_party_lawmaker_pete_hoekstra_named_ambassador_to_netherlands"
"939","/2017/7/26/headlines/chile_hundreds_march_to_demand_legalization_of_abortion"
"940","/2017/7/21/headlines/senate_confirms_judge_john_k_bush_who_compared_abortion_to_slavery"
"941","/2017/7/14/new_gop_healthcare_bill_still_a"
"942","/2017/7/14/care_in_chaos_new_documentary_uncovers"
"943","/2017/6/26/arundhati_roy_on_the_rising_hindu"
"944","/2017/6/23/republican_healthcare_bill_gives_tax_cuts"
"945","/2017/6/23/by_defunding_planned_parenthood_republicans_would_reduce"
"946","/2017/6/22/headlines/rnc_trove_of_personal_data_on_us_voters_left_exposed_online"
"947","/2017/6/21/as_jon_ossoff_loses_georgia_special"
"948","/2017/6/20/full_extended_interview_arundhati_roy_on"
"949","/2017/6/19/advocates_resign_en_masse_from_trumps"
"950","/2017/6/9/labours_jeremy_corbyn_rides_leftist_tide"
"951","/2017/5/16/headlines/trump_to_expand_global_gag_rule_threatening_funding_of_hundreds_of_health_clinics"
"952","/2017/5/11/kshama_sawant_dont_wait_for_authoritarian"
"953","/2017/5/10/greenwald_supporting_us_russia_relations_should"
"954","/2017/5/5/protests_erupt_after_house_republicans_pass"
"955","/2017/5/5/headlines/house_gop_health_bill_could_put_coverage_out_of_reach_of_millions"
"956","/2017/5/4/in_north_carolina_pigs_don_t"
"957","/2017/5/3/nc_lawmakers_side_with_factory_farms"
"958","/2017/5/3/headlines/kentucky_governor_threatens_to_close_states_only_remaining_abortion_clinic"
"959","/2017/4/27/vermonts_first_woman_gov_madeleine_kunin"
"960","/2017/4/25/cornel_west_former_sanders_staffer_on"
"961","/2017/4/25/headlines/mexico_dutch_ship_provides_free_safe_abortions_in_international_waters"
"962","/2017/4/17/is_turkey_becoming_a_dictatorship_erdogan"
"963","/2017/4/14/headlines/trump_signs_law_allowing_states_to_withhold_planned_parenthood_funds"
"964","/2017/3/31/headlines/senate_votes_to_end_federal_funds_to_clinics_that_offer_abortions"
"965","/2017/3/31/headlines/iowa_house_advances_a_bill_outlawing_abortions_after_20_weeks"
"966","/2017/3/31/headlines/arkansas_law_adds_new_obstacles_to_abortion_access"
"967","/2017/3/28/rebecca_solnit_on_climate_change_resistance"
"968","/2017/3/22/sen_schumer_calls_on_democrats_to"
"969","/2017/3/20/headlines/kellyanne_conway_has_helped_female_friends_get_abortions"
"970","/2017/3/9/a_day_without_a_woman_the"
"971","/2017/3/8/women_in_more_than_50_countries"
"972","/2017/3/8/eve_ensler_christine_schuler_deschryver_on"
"973","/2017/3/8/gloria_steinem_let_s_withhold_taxes"
"974","/2017/3/7/the_gop_fix_for_obamacare_rich"
"975","/2017/3/7/headlines/house_republicans_unveil_plan_to_repeal_the_affordable_care_act"
"976","/2017/3/7/headlines/planned_parenthood_rejects_trumps_proposal_to_stop_abortions"
"977","/2017/3/7/headlines/thousands_of_women_march_in_poland_london_ahead_of_womens_day"
"978","/2017/3/3/part_2_double_transplant_cancer_survivor"
"979","/2017/3/1/disabled_cancer_survivor_ola_ojewumi_i"
"980","/2017/2/23/headlines/republican_lawmakers_face_more_angry_constituents_at_town_halls"
"981","/2017/2/22/headlines/federal_judge_blocks_texas_from_defunding_planned_parenthood"
"982","/2017/2/17/headlines/house_of_representatives_moves_to_defund_planned_parenthood"
"983","/2017/2/17/headlines/florida_supreme_court_halts_law_requiring_abortion_waiting_period"
"984","/2017/2/14/the_predatory_mindset_of_donald_trump"
"985","/2017/2/10/court_refuses_to_reinstate_trumps_muslim"
"986","/2017/2/10/headlines/senate_confirms_tom_price_as_health_and_human_services_secretary"
"987","/2017/2/6/trump_reportedly_scraps_anti_lgbt_executive"
"988","/2017/2/1/neil_gorsuch_trumps_pick_for_scotus"
"989","/2017/1/31/headlines/trump_to_announce_supreme_court_pick_tonight_at_8_pm"
"990","/2017/1/30/headlines/vice_president_pence_delivers_keynote_address_at_anti_abortion_march"
"991","/2017/1/27/headlines/mike_pence_to_speak_at_anti_abortion_rally_in_first_for_sitting_vice_president"
"992","/2017/1/26/from_torture_to_healthcare_to_guantanamo"
"993","/2017/1/25/headlines/trump_considering_extreme_anti_abortion_judge_for_supreme_court"
"994","/2017/1/24/women_will_die_because_of_this"
"995","/2017/1/24/headlines/trump_reinstates_global_gag_rule_barring_funds_for_abortion_education_services"
"996","/2017/1/23/womens_march_millions_take_to_streets"
"997","/2017/1/23/voices_of_the_womens_march_angela"
"998","/live/watch_inauguration_2017_womens_march_live"
"999","/2017/1/19/dr_sidney_wolfe_on_hhs_nominee"
